,Category,sub1,sub2,Role,Exp,Range,Display Role
26,Healthcare & Life Sciences,Marketing,Pharmaceuticals,Marketing_(Candidates_with_pedigree)_Healthcare_and_Life_Sciences_Marketing_Pharmaceuticals,5 - 10 years,25 - 55,Marketing (Candidates with pedigree) in Pharmaceuticals
27,Healthcare & Life Sciences,Marketing,Pharmaceuticals,Marketing_(Candidates_with_pedigree)_Healthcare_and_Life_Sciences_Marketing_Pharmaceuticals,10 - 15 years,35 - 75,Marketing (Candidates with pedigree) in Pharmaceuticals
28,Healthcare & Life Sciences,Marketing,Pharmaceuticals,Marketing_(Candidates_with_pedigree)_Healthcare_and_Life_Sciences_Marketing_Pharmaceuticals,15 - 25 years,55 - 100,Marketing (Candidates with pedigree) in Pharmaceuticals
29,Healthcare & Life Sciences,Marketing,Pharmaceuticals,Marketing_(Candidates_with_pedigree)_Healthcare_and_Life_Sciences_Marketing_Pharmaceuticals,25+ years,90 - 150,Marketing (Candidates with pedigree) in Pharmaceuticals
30,Healthcare & Life Sciences,Marketing,Pharmaceuticals,Digital_Marketing_Healthcare_and_Life_Sciences_Marketing_Pharmaceuticals,3 - 5 years,10 - 18,Digital Marketing in Pharmaceuticals
31,Healthcare & Life Sciences,Marketing,Pharmaceuticals,Digital_Marketing_Healthcare_and_Life_Sciences_Marketing_Pharmaceuticals,5 - 10 years,15 - 30,Digital Marketing in Pharmaceuticals
32,Healthcare & Life Sciences,Marketing,Pharmaceuticals,Digital_Marketing_Healthcare_and_Life_Sciences_Marketing_Pharmaceuticals,10 - 15 years,20 - 50,Digital Marketing in Pharmaceuticals
33,Healthcare & Life Sciences,Marketing,Pharmaceuticals,Digital_Marketing_Healthcare_and_Life_Sciences_Marketing_Pharmaceuticals,15 - 25 years,40 - 70,Digital Marketing in Pharmaceuticals
34,Healthcare & Life Sciences,Marketing,Pharmaceuticals,Digital_Marketing_Healthcare_and_Life_Sciences_Marketing_Pharmaceuticals,25+ years,65 - 120,Digital Marketing in Pharmaceuticals
35,Healthcare & Life Sciences,Marketing,Pharmaceuticals,Market_Access_Healthcare_and_Life_Sciences_Marketing_Pharmaceuticals,3 - 5 years,20 - 30,Market Access in Pharmaceuticals
36,Healthcare & Life Sciences,Marketing,Pharmaceuticals,Market_Access_Healthcare_and_Life_Sciences_Marketing_Pharmaceuticals,5 - 10 years,18 - 35,Market Access in Pharmaceuticals
37,Healthcare & Life Sciences,Marketing,Pharmaceuticals,Market_Access_Healthcare_and_Life_Sciences_Marketing_Pharmaceuticals,10 - 15 years,30 - 60,Market Access in Pharmaceuticals
38,Healthcare & Life Sciences,Marketing,Pharmaceuticals,Market_Access_Healthcare_and_Life_Sciences_Marketing_Pharmaceuticals,15 - 25 years,45 - 75,Market Access in Pharmaceuticals
39,Healthcare & Life Sciences,Marketing,Pharmaceuticals,Market_Access_Healthcare_and_Life_Sciences_Marketing_Pharmaceuticals,25+ years,70 - 120,Market Access in Pharmaceuticals
40,Healthcare & Life Sciences,Marketing,Pharmaceuticals,Communications_and_CSR_Healthcare_and_Life_Sciences_Marketing_Pharmaceuticals,3 - 5 years,15 - 25,Communications and CSR in Pharmaceuticals
41,Healthcare & Life Sciences,Marketing,Pharmaceuticals,Communications_and_CSR_Healthcare_and_Life_Sciences_Marketing_Pharmaceuticals,5 - 10 years,20 - 45,Communications and CSR in Pharmaceuticals
42,Healthcare & Life Sciences,Marketing,Pharmaceuticals,Communications_and_CSR_Healthcare_and_Life_Sciences_Marketing_Pharmaceuticals,10 - 15 years,30 - 60,Communications and CSR in Pharmaceuticals
43,Healthcare & Life Sciences,Marketing,Pharmaceuticals,Communications_and_CSR_Healthcare_and_Life_Sciences_Marketing_Pharmaceuticals,15 - 25 years,50 - 70,Communications and CSR in Pharmaceuticals
44,Healthcare & Life Sciences,Marketing,Pharmaceuticals,Communications_and_CSR_Healthcare_and_Life_Sciences_Marketing_Pharmaceuticals,25+ years,60 - 150,Communications and CSR in Pharmaceuticals
45,Healthcare & Life Sciences,Marketing,Medical Devices / Life Sciences,Marketing_Healthcare_and_Life_Sciences_Marketing_Medical_Devices___Life_Sciences,3 - 5 years,15 - 35,Marketing in Medical Devices / Life Sciences
46,Healthcare & Life Sciences,Marketing,Medical Devices / Life Sciences,Marketing_Healthcare_and_Life_Sciences_Marketing_Medical_Devices___Life_Sciences,5 - 10 years,30 - 60,Marketing in Medical Devices / Life Sciences
47,Healthcare & Life Sciences,Marketing,Medical Devices / Life Sciences,Marketing_Healthcare_and_Life_Sciences_Marketing_Medical_Devices___Life_Sciences,10 - 15 years,40 - 75,Marketing in Medical Devices / Life Sciences
48,Healthcare & Life Sciences,Marketing,Medical Devices / Life Sciences,Marketing_Healthcare_and_Life_Sciences_Marketing_Medical_Devices___Life_Sciences,15 - 25 years,50 - 100,Marketing in Medical Devices / Life Sciences
49,Healthcare & Life Sciences,Marketing,Medical Devices / Life Sciences,Marketing_Healthcare_and_Life_Sciences_Marketing_Medical_Devices___Life_Sciences,25+ years,65 - 150,Marketing in Medical Devices / Life Sciences
50,Healthcare & Life Sciences,Marketing,Medical Devices / Life Sciences,Digital_Marketing_Healthcare_and_Life_Sciences_Marketing_Medical_Devices___Life_Sciences,3 - 5 years,15 - 18,Digital Marketing in Medical Devices / Life Sciences
51,Healthcare & Life Sciences,Marketing,Medical Devices / Life Sciences,Digital_Marketing_Healthcare_and_Life_Sciences_Marketing_Medical_Devices___Life_Sciences,5 - 10 years,20 - 35,Digital Marketing in Medical Devices / Life Sciences
52,Healthcare & Life Sciences,Marketing,Medical Devices / Life Sciences,Digital_Marketing_Healthcare_and_Life_Sciences_Marketing_Medical_Devices___Life_Sciences,10 - 15 years,30 - 50,Digital Marketing in Medical Devices / Life Sciences
53,Healthcare & Life Sciences,Marketing,Medical Devices / Life Sciences,Digital_Marketing_Healthcare_and_Life_Sciences_Marketing_Medical_Devices___Life_Sciences,15 - 25 years,40 - 70,Digital Marketing in Medical Devices / Life Sciences
54,Healthcare & Life Sciences,Marketing,Medical Devices / Life Sciences,Digital_Marketing_Healthcare_and_Life_Sciences_Marketing_Medical_Devices___Life_Sciences,25+ years,50 - 100,Digital Marketing in Medical Devices / Life Sciences
55,Healthcare & Life Sciences,Marketing,Medical Devices / Life Sciences,Communications_and_CSR_Healthcare_and_Life_Sciences_Marketing_Medical_Devices___Life_Sciences,3 - 5 years,10 - 15,Communications and CSR in Medical Devices / Life Sciences
56,Healthcare & Life Sciences,Marketing,Medical Devices / Life Sciences,Communications_and_CSR_Healthcare_and_Life_Sciences_Marketing_Medical_Devices___Life_Sciences,5 - 10 years,10 - 25,Communications and CSR in Medical Devices / Life Sciences
57,Healthcare & Life Sciences,Marketing,Medical Devices / Life Sciences,Communications_and_CSR_Healthcare_and_Life_Sciences_Marketing_Medical_Devices___Life_Sciences,10 - 15 years,25 - 40,Communications and CSR in Medical Devices / Life Sciences
58,Healthcare & Life Sciences,Marketing,Medical Devices / Life Sciences,Communications_and_CSR_Healthcare_and_Life_Sciences_Marketing_Medical_Devices___Life_Sciences,15 - 25 years,40 - 65,Communications and CSR in Medical Devices / Life Sciences
59,Healthcare & Life Sciences,Marketing,Medical Devices / Life Sciences,Communications_and_CSR_Healthcare_and_Life_Sciences_Marketing_Medical_Devices___Life_Sciences,25+ years,60 - 100,Communications and CSR in Medical Devices / Life Sciences
60,Healthcare & Life Sciences,Healthcare Providers,Hospitals & Lab Chains,Sales_Healthcare_and_Life_Sciences_Healthcare_Providers_Hospitals_and_Lab_Chains,3 - 5 years,10 - 15,Sales in Hospitals & Lab Chains
61,Healthcare & Life Sciences,Healthcare Providers,Hospitals & Lab Chains,Sales_Healthcare_and_Life_Sciences_Healthcare_Providers_Hospitals_and_Lab_Chains,5 - 10 years,15 - 30,Sales in Hospitals & Lab Chains
62,Healthcare & Life Sciences,Healthcare Providers,Hospitals & Lab Chains,Sales_Healthcare_and_Life_Sciences_Healthcare_Providers_Hospitals_and_Lab_Chains,10 - 15 years,25 - 55,Sales in Hospitals & Lab Chains
63,Healthcare & Life Sciences,Healthcare Providers,Hospitals & Lab Chains,Sales_Healthcare_and_Life_Sciences_Healthcare_Providers_Hospitals_and_Lab_Chains,15 - 25 years,45 - 85,Sales in Hospitals & Lab Chains
64,Healthcare & Life Sciences,Healthcare Providers,Hospitals & Lab Chains,Sales_Healthcare_and_Life_Sciences_Healthcare_Providers_Hospitals_and_Lab_Chains,25+ years,100 - 200,Sales in Hospitals & Lab Chains
65,Healthcare & Life Sciences,Healthcare Providers,Hospitals & Lab Chains,Marketing_Healthcare_and_Life_Sciences_Healthcare_Providers_Hospitals_and_Lab_Chains,3 - 5 years,08 - 20,Marketing in Hospitals & Lab Chains
66,Healthcare & Life Sciences,Healthcare Providers,Hospitals & Lab Chains,Marketing_Healthcare_and_Life_Sciences_Healthcare_Providers_Hospitals_and_Lab_Chains,5 - 10 years,20 - 35,Marketing in Hospitals & Lab Chains
67,Healthcare & Life Sciences,Healthcare Providers,Hospitals & Lab Chains,Marketing_Healthcare_and_Life_Sciences_Healthcare_Providers_Hospitals_and_Lab_Chains,10 - 15 years,30 - 60,Marketing in Hospitals & Lab Chains
68,Healthcare & Life Sciences,Healthcare Providers,Hospitals & Lab Chains,Marketing_Healthcare_and_Life_Sciences_Healthcare_Providers_Hospitals_and_Lab_Chains,15 - 25 years,40 - 100,Marketing in Hospitals & Lab Chains
69,Healthcare & Life Sciences,Healthcare Providers,Hospitals & Lab Chains,Marketing_Healthcare_and_Life_Sciences_Healthcare_Providers_Hospitals_and_Lab_Chains,25+ years,60 - 120,Marketing in Hospitals & Lab Chains
70,Healthcare & Life Sciences,Healthcare Providers,Hospitals & Lab Chains,Operations_Healthcare_and_Life_Sciences_Healthcare_Providers_Hospitals_and_Lab_Chains,5 - 10 years,10 - 30,Operations in Hospitals & Lab Chains
71,Healthcare & Life Sciences,Healthcare Providers,Hospitals & Lab Chains,Operations_Healthcare_and_Life_Sciences_Healthcare_Providers_Hospitals_and_Lab_Chains,10 - 15 years,35 - 50,Operations in Hospitals & Lab Chains
72,Healthcare & Life Sciences,Healthcare Providers,Hospitals & Lab Chains,Operations_Healthcare_and_Life_Sciences_Healthcare_Providers_Hospitals_and_Lab_Chains,15 - 25 years,40 - 70,Operations in Hospitals & Lab Chains
73,Healthcare & Life Sciences,Healthcare Providers,Hospitals & Lab Chains,Operations_Healthcare_and_Life_Sciences_Healthcare_Providers_Hospitals_and_Lab_Chains,25+ years,80 - 150,Operations in Hospitals & Lab Chains
74,Healthcare & Life Sciences,Healthcare Providers,Ancillary Healthcare Companies,Sales_Healthcare_and_Life_Sciences_Healthcare_Providers_Ancillary_Healthcare_Companies,3 - 5 years,15 - 25,Sales in Ancillary Healthcare Companies
75,Healthcare & Life Sciences,Healthcare Providers,Ancillary Healthcare Companies,Sales_Healthcare_and_Life_Sciences_Healthcare_Providers_Ancillary_Healthcare_Companies,5 - 10 years,30 - 55,Sales in Ancillary Healthcare Companies
76,Healthcare & Life Sciences,Healthcare Providers,Ancillary Healthcare Companies,Sales_Healthcare_and_Life_Sciences_Healthcare_Providers_Ancillary_Healthcare_Companies,10 - 15 years,50 - 80,Sales in Ancillary Healthcare Companies
77,Healthcare & Life Sciences,Healthcare Providers,Ancillary Healthcare Companies,Sales_Healthcare_and_Life_Sciences_Healthcare_Providers_Ancillary_Healthcare_Companies,15 - 25 years,80 - 150,Sales in Ancillary Healthcare Companies
78,Healthcare & Life Sciences,Healthcare Providers,Ancillary Healthcare Companies,Sales_Healthcare_and_Life_Sciences_Healthcare_Providers_Ancillary_Healthcare_Companies,25+ years,85 - 250,Sales in Ancillary Healthcare Companies
79,Healthcare & Life Sciences,Healthcare Providers,Ancillary Healthcare Companies,Marketing_Healthcare_and_Life_Sciences_Healthcare_Providers_Ancillary_Healthcare_Companies,3 - 5 years,12 - 20,Marketing in Ancillary Healthcare Companies
80,Healthcare & Life Sciences,Healthcare Providers,Ancillary Healthcare Companies,Marketing_Healthcare_and_Life_Sciences_Healthcare_Providers_Ancillary_Healthcare_Companies,5 - 10 years,20 - 50,Marketing in Ancillary Healthcare Companies
81,Healthcare & Life Sciences,Healthcare Providers,Ancillary Healthcare Companies,Marketing_Healthcare_and_Life_Sciences_Healthcare_Providers_Ancillary_Healthcare_Companies,10 - 15 years,40 - 70,Marketing in Ancillary Healthcare Companies
82,Healthcare & Life Sciences,Healthcare Providers,Ancillary Healthcare Companies,Marketing_Healthcare_and_Life_Sciences_Healthcare_Providers_Ancillary_Healthcare_Companies,15 - 25 years,70 - 120,Marketing in Ancillary Healthcare Companies
83,Healthcare & Life Sciences,Healthcare Providers,Ancillary Healthcare Companies,Marketing_Healthcare_and_Life_Sciences_Healthcare_Providers_Ancillary_Healthcare_Companies,25+ years,80 - 200,Marketing in Ancillary Healthcare Companies
84,Healthcare & Life Sciences,Healthcare Providers,Ancillary Healthcare Companies,Operations_Healthcare_and_Life_Sciences_Healthcare_Providers_Ancillary_Healthcare_Companies,3 - 5 years,08 - 20,Operations in Ancillary Healthcare Companies
85,Healthcare & Life Sciences,Healthcare Providers,Ancillary Healthcare Companies,Operations_Healthcare_and_Life_Sciences_Healthcare_Providers_Ancillary_Healthcare_Companies,5 - 10 years,25 - 40,Operations in Ancillary Healthcare Companies
86,Healthcare & Life Sciences,Healthcare Providers,Ancillary Healthcare Companies,Operations_Healthcare_and_Life_Sciences_Healthcare_Providers_Ancillary_Healthcare_Companies,10 - 15 years,40 - 60,Operations in Ancillary Healthcare Companies
87,Healthcare & Life Sciences,Healthcare Providers,Ancillary Healthcare Companies,Operations_Healthcare_and_Life_Sciences_Healthcare_Providers_Ancillary_Healthcare_Companies,15 - 25 years,65 - 80,Operations in Ancillary Healthcare Companies
88,Healthcare & Life Sciences,Healthcare Providers,Ancillary Healthcare Companies,Operations_Healthcare_and_Life_Sciences_Healthcare_Providers_Ancillary_Healthcare_Companies,25+ years,75 - 130,Operations in Ancillary Healthcare Companies
89,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Pharmaceuticals / Medical Devices / Life Sciences,Business_Excellence___Strategy_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Pharmaceuticals___Medical_Devices___Life_Sciences,3 - 5 years,20 - 50,Business Excellence / Strategy in Pharmaceuticals / Medical Devices / Life Sciences
90,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Pharmaceuticals / Medical Devices / Life Sciences,Business_Excellence___Strategy_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Pharmaceuticals___Medical_Devices___Life_Sciences,5 - 10 years,30 - 80,Business Excellence / Strategy in Pharmaceuticals / Medical Devices / Life Sciences
91,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Pharmaceuticals / Medical Devices / Life Sciences,Business_Excellence___Strategy_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Pharmaceuticals___Medical_Devices___Life_Sciences,10 - 15 years,40 - 90,Business Excellence / Strategy in Pharmaceuticals / Medical Devices / Life Sciences
92,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Pharmaceuticals / Medical Devices / Life Sciences,Business_Excellence___Strategy_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Pharmaceuticals___Medical_Devices___Life_Sciences,15 - 25 years,55 - 100,Business Excellence / Strategy in Pharmaceuticals / Medical Devices / Life Sciences
93,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Pharmaceuticals / Medical Devices / Life Sciences,Business_Excellence___Strategy_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Pharmaceuticals___Medical_Devices___Life_Sciences,25+ years,90 - 220,Business Excellence / Strategy in Pharmaceuticals / Medical Devices / Life Sciences
94,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Pharmaceuticals / Medical Devices / Life Sciences,SFE___SFA___Training_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Pharmaceuticals___Medical_Devices___Life_Sciences,3 - 5 years,10 - 20,SFE / SFA / Training in Pharmaceuticals / Medical Devices / Life Sciences
95,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Pharmaceuticals / Medical Devices / Life Sciences,SFE___SFA___Training_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Pharmaceuticals___Medical_Devices___Life_Sciences,5 - 10 years,15 - 35,SFE / SFA / Training in Pharmaceuticals / Medical Devices / Life Sciences
96,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Pharmaceuticals / Medical Devices / Life Sciences,SFE___SFA___Training_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Pharmaceuticals___Medical_Devices___Life_Sciences,10 - 15 years,25 - 60,SFE / SFA / Training in Pharmaceuticals / Medical Devices / Life Sciences
97,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Pharmaceuticals / Medical Devices / Life Sciences,SFE___SFA___Training_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Pharmaceuticals___Medical_Devices___Life_Sciences,15 - 25 years,60 - 90,SFE / SFA / Training in Pharmaceuticals / Medical Devices / Life Sciences
98,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Pharmaceuticals / Medical Devices / Life Sciences,SFE___SFA___Training_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Pharmaceuticals___Medical_Devices___Life_Sciences,25+ years,70 - 120,SFE / SFA / Training in Pharmaceuticals / Medical Devices / Life Sciences
99,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Pharmaceuticals / Medical Devices / Life Sciences,Medical___Regulatory_Affairs_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Pharmaceuticals___Medical_Devices___Life_Sciences,3 - 5 years,Dec-35,Medical / Regulatory Affairs in Pharmaceuticals / Medical Devices / Life Sciences
100,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Pharmaceuticals / Medical Devices / Life Sciences,Medical___Regulatory_Affairs_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Pharmaceuticals___Medical_Devices___Life_Sciences,5 - 10 years,18 - 45,Medical / Regulatory Affairs in Pharmaceuticals / Medical Devices / Life Sciences
101,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Pharmaceuticals / Medical Devices / Life Sciences,Medical___Regulatory_Affairs_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Pharmaceuticals___Medical_Devices___Life_Sciences,10 - 15 years,40 - 80,Medical / Regulatory Affairs in Pharmaceuticals / Medical Devices / Life Sciences
102,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Pharmaceuticals / Medical Devices / Life Sciences,Medical___Regulatory_Affairs_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Pharmaceuticals___Medical_Devices___Life_Sciences,15 - 25 years,65 - 120,Medical / Regulatory Affairs in Pharmaceuticals / Medical Devices / Life Sciences
103,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Pharmaceuticals / Medical Devices / Life Sciences,Medical___Regulatory_Affairs_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Pharmaceuticals___Medical_Devices___Life_Sciences,25+ years,100 - 180,Medical / Regulatory Affairs in Pharmaceuticals / Medical Devices / Life Sciences
104,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Pharmaceuticals / Medical Devices / Life Sciences,Government___Corporate_Affairs_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Pharmaceuticals___Medical_Devices___Life_Sciences,3 - 5 years,10 - 30,Government / Corporate Affairs in Pharmaceuticals / Medical Devices / Life Sciences
105,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Pharmaceuticals / Medical Devices / Life Sciences,Government___Corporate_Affairs_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Pharmaceuticals___Medical_Devices___Life_Sciences,5 - 10 years,20 - 35,Government / Corporate Affairs in Pharmaceuticals / Medical Devices / Life Sciences
106,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Pharmaceuticals / Medical Devices / Life Sciences,Government___Corporate_Affairs_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Pharmaceuticals___Medical_Devices___Life_Sciences,10 - 15 years,25 - 55,Government / Corporate Affairs in Pharmaceuticals / Medical Devices / Life Sciences
107,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Pharmaceuticals / Medical Devices / Life Sciences,Government___Corporate_Affairs_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Pharmaceuticals___Medical_Devices___Life_Sciences,15 - 25 years,45 - 150,Government / Corporate Affairs in Pharmaceuticals / Medical Devices / Life Sciences
108,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Pharmaceuticals / Medical Devices / Life Sciences,Government___Corporate_Affairs_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Pharmaceuticals___Medical_Devices___Life_Sciences,25+ years,90 - 220,Government / Corporate Affairs in Pharmaceuticals / Medical Devices / Life Sciences
109,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Quality & Compliance,Corporate_Quality_Assurance_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Quality_and_Compliance,5 - 10 years,08 - 20,Corporate Quality Assurance in Quality & Compliance
110,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Quality & Compliance,Corporate_Quality_Assurance_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Quality_and_Compliance,10 - 15 years,18 - 50,Corporate Quality Assurance in Quality & Compliance
111,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Quality & Compliance,Corporate_Quality_Assurance_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Quality_and_Compliance,15 - 25 years,45 - 120,Corporate Quality Assurance in Quality & Compliance
112,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Quality & Compliance,Corporate_Quality_Assurance_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Quality_and_Compliance,25+ years,80 - 200,Corporate Quality Assurance in Quality & Compliance
113,Healthcare & Life Sciences,Others - Techno Commercial & Technical,Quality & Compliance,Manufacturing_Quality_Healthcare_and_Life_Sciences_Others_-_Techno_Commercial_and_Technical_Quality_and_Compliance,3 - 5 years,04 - 12,Manufacturing Quality in Quality & Compliance
